Task ID,Date (task completed),Insert Date,Group Name,Sub Group,Task Labels,Task Name,Rewarded,ADA,GMBL,AGIX,USD,Transaction ID
4094,30.05.23,,SingularityNET,Writers Workgroup,Content Creation,Blogpost: Release of the NuNet Testnet Public Alpha - 50 USD,TRUE,0,400,0,50,c1d9cdeb3d9de5573b6f9b452865c38aef574aa5bec0c62f0198a619dc6f157e
4476,30.05.23,30.05.23,SingularityNET,Treasury Guild,"Operations,Community Communication,Reporting,Documenting",Activity List May 2023,TRUE,0,3300,0,0,3adf1508a309ea88091d9e7fd6b1a1882eb5d65f6a8892dea9f87ff56088ca8b
4517,30.05.23,31.05.23,SingularityNET,Process Guild,"Community Communication,Operations,Coordination",Participate in Process Guild 30.05.23,TRUE,0,100,0,0,3adf1508a309ea88091d9e7fd6b1a1882eb5d65f6a8892dea9f87ff56088ca8b
4518,30.05.23,30.05.23,SingularityNET,Process Guild,"Community Communication,Operations,Coordination",Participate in Process Guild 30.05.23,TRUE,0,100,0,0,3adf1508a309ea88091d9e7fd6b1a1882eb5d65f6a8892dea9f87ff56088ca8b
4519,30.05.23,31.05.23,SingularityNET,Process Guild,"Community Communication,Operations,Coordination",Participate in Process Guild 30.05.23,TRUE,0,100,0,0,3adf1508a309ea88091d9e7fd6b1a1882eb5d65f6a8892dea9f87ff56088ca8b
4520,30.05.23,31.05.23,SingularityNET,Process Guild,"Community Communication,Operations,Coordination",Participate in Process Guild 30.05.23,TRUE,0,100,0,0,3adf1508a309ea88091d9e7fd6b1a1882eb5d65f6a8892dea9f87ff56088ca8b
4521,30.05.23,31.05.23,SingularityNET,Process Guild,"Community Communication,Operations,Coordination",Participate in Process Guild 30.05.23,TRUE,0,100,0,0,3adf1508a309ea88091d9e7fd6b1a1882eb5d65f6a8892dea9f87ff56088ca8b
4522,30.05.23,31.05.23,SingularityNET,Process Guild,"Community Communication,Operations,Coordination",Participate in Process Guild 30.05.23,TRUE,0,100,0,0,3adf1508a309ea88091d9e7fd6b1a1882eb5d65f6a8892dea9f87ff56088ca8b
4523,30.05.23,31.05.23,SingularityNET,Process Guild,"Community Communication,Operations,Coordination",Participate in Process Guild 30.05.23,TRUE,0,100,0,10,3adf1508a309ea88091d9e7fd6b1a1882eb5d65f6a8892dea9f87ff56088ca8b
4524,30.05.23,31.05.23,SingularityNET,Process Guild,"Community Communication,Operations,Coordination",Participate in Process Guild 30.05.23,TRUE,0,100,0,0,3adf1508a309ea88091d9e7fd6b1a1882eb5d65f6a8892dea9f87ff56088ca8b
4525,30.05.23,31.05.23,SingularityNET,Process Guild,"Community Communication,Operations,Coordination",Participate in Process Guild 30.05.23,TRUE,0,100,0,0,3adf1508a309ea88091d9e7fd6b1a1882eb5d65f6a8892dea9f87ff56088ca8b
4526,30.05.23,31.05.23,SingularityNET,Process Guild,"Community Communication,Operations,Coordination",Participate in Process Guild 30.05.23,TRUE,0,100,0,0,3adf1508a309ea88091d9e7fd6b1a1882eb5d65f6a8892dea9f87ff56088ca8b
4527,30.05.23,31.05.23,SingularityNET,Process Guild,"Community Communication,Operations,Coordination",Participate in Process Guild 30.05.23,TRUE,0,100,0,0,3adf1508a309ea88091d9e7fd6b1a1882eb5d65f6a8892dea9f87ff56088ca8b
4531,30.05.23,31.05.23,SingularityNET,Ambassador Program,Operations,Ambassador WG Call - 30.05.2023,TRUE,0,100,0,0,eca232c3f0644b09a70c38644547c9c4e90a2cd9edcc4d977c0721966a2898cc
4532,30.05.23,31.05.23,SingularityNET,Ambassador Program,Operations,Ambassador WG Call - 30.05.2023,TRUE,0,100,0,0,eca232c3f0644b09a70c38644547c9c4e90a2cd9edcc4d977c0721966a2898cc
4533,30.05.23,31.05.23,SingularityNET,Ambassador Program,Operations,Ambassador WG Call - 30.05.2023,TRUE,0,100,0,0,eca232c3f0644b09a70c38644547c9c4e90a2cd9edcc4d977c0721966a2898cc
4534,30.05.23,31.05.23,SingularityNET,Ambassador Program,Operations,Ambassador WG Call - 30.05.2023,TRUE,0,100,0,0,eca232c3f0644b09a70c38644547c9c4e90a2cd9edcc4d977c0721966a2898cc
4535,30.05.23,31.05.23,SingularityNET,Ambassador Program,Operations,Ambassador WG Call - 30.05.2023,TRUE,0,100,0,0,eca232c3f0644b09a70c38644547c9c4e90a2cd9edcc4d977c0721966a2898cc
4536,30.05.23,31.05.23,SingularityNET,Ambassador Program,Operations,Ambassador WG Call - 30.05.2023,TRUE,0,100,0,0,eca232c3f0644b09a70c38644547c9c4e90a2cd9edcc4d977c0721966a2898cc
4537,30.05.23,31.05.23,SingularityNET,Ambassador Program,Operations,Ambassador WG Call - 30.05.2023,TRUE,0,100,0,0,eca232c3f0644b09a70c38644547c9c4e90a2cd9edcc4d977c0721966a2898cc
4438,30.05.23,,SingularityNET,Strategy Guild,"Community Communication,Operations,Coordination",24/5 - Strategy Guild Meeting - 1tp,TRUE,0,100,0,0,4b376b2e8a4eb807b69b3f5c8abdfd18b817dc3af0968d364ceabdf8224ba59e
4538,30.05.23,31.05.23,SingularityNET,Ambassador Program,Operations,Ambassador WG Call - 30.05.2023,TRUE,0,100,0,0,eca232c3f0644b09a70c38644547c9c4e90a2cd9edcc4d977c0721966a2898cc
4616,30.05.23,13.06.23,SingularityNET,Governance Workgroup,"Operations,Community Communication",GovDoc - categorise and cluster comments - 30.5.2023,TRUE,0,200,0,0,4b376b2e8a4eb807b69b3f5c8abdfd18b817dc3af0968d364ceabdf8224ba59e
4659,30.05.23,30.05.23,SingularityNET,Treasury Guild,"Documentation, Reporting",Stephen Activity List May 2023 - missing rewards,TRUE,0,0,2548,0,4b376b2e8a4eb807b69b3f5c8abdfd18b817dc3af0968d364ceabdf8224ba59e
4660,30.05.23,30.05.23,SingularityNET,Treasury Guild,"Documentation, Reporting",Peter Activity List May 2023 - missing rewards,TRUE,0,0,2548,0,4b376b2e8a4eb807b69b3f5c8abdfd18b817dc3af0968d364ceabdf8224ba59e
4661,30.05.23,30.05.23,SingularityNET,Treasury Guild,"Documentation, Reporting",SucrenSpice Activity List - May 2023 - missing rewards,TRUE,0,0,2548,0,4b376b2e8a4eb807b69b3f5c8abdfd18b817dc3af0968d364ceabdf8224ba59e
4662,30.05.23,30.05.23,SingularityNET,Treasury Guild,"Documentation, Reporting",Process Guild Tevo Activity List May 2023 - missing rewards,TRUE,0,0,2548,0,4b376b2e8a4eb807b69b3f5c8abdfd18b817dc3af0968d364ceabdf8224ba59e
4663,30.05.23,30.05.23,SingularityNET,Treasury Guild,"Documentation, Reporting",Kenichi Activity List May 2023 - missing rewards,TRUE,0,0,2548,0,4b376b2e8a4eb807b69b3f5c8abdfd18b817dc3af0968d364ceabdf8224ba59e
4664,30.05.23,30.05.23,SingularityNET,Treasury Guild,"Documentation, Reporting",Cran's Activity List - May 2023 - missing rewards,TRUE,0,0,2548,0,4b376b2e8a4eb807b69b3f5c8abdfd18b817dc3af0968d364ceabdf8224ba59e
4665,30.05.23,30.05.23,SingularityNET,Treasury Guild,"Documentation, Reporting",Rojo Activity list May 2023 - missing rewards,TRUE,0,0,2548,0,4b376b2e8a4eb807b69b3f5c8abdfd18b817dc3af0968d364ceabdf8224ba59e
2544,31.05.23,16.03.23,SingularityNET,Ambassador Translator,Content Creation,[added to forum] Translate to Chinese - Ecosystem update blogpost May - 20USD,TRUE,0,200,2,20,ae94c02dbc435cbe70a03752d626bdd8f904d8e0ab5b8f1ddf64fc5997a38d16
4398,31.05.23,06.06.23,SingularityNET,Governance Workgroup,"Operations,Community Communication",Call with AR-ST - 31.5.2023,TRUE,0,100,0,0,3adf1508a309ea88091d9e7fd6b1a1882eb5d65f6a8892dea9f87ff56088ca8b
4399,31.05.23,06.06.23,SingularityNET,Governance Workgroup,"Operations,Community Communication",Call with AR-ST - 31.5.2023,TRUE,0,100,0,0,3adf1508a309ea88091d9e7fd6b1a1882eb5d65f6a8892dea9f87ff56088ca8b
4400,31.05.23,06.06.23,SingularityNET,Governance Workgroup,"Operations,Community Communication",Call with AR-ST - 31.5.2023,TRUE,0,100,0,0,3adf1508a309ea88091d9e7fd6b1a1882eb5d65f6a8892dea9f87ff56088ca8b
4401,31.05.23,06.06.23,SingularityNET,Governance Workgroup,"Operations,Community Communication",Call with AR-ST - 31.5.2023,TRUE,0,100,0,0,3adf1508a309ea88091d9e7fd6b1a1882eb5d65f6a8892dea9f87ff56088ca8b
4402,31.05.23,31.05.23,SingularityNET,Governance Workgroup,Community Communication,AR - ST Preperation Call - 31.5.2023,TRUE,0,100,0,0,3adf1508a309ea88091d9e7fd6b1a1882eb5d65f6a8892dea9f87ff56088ca8b
4403,31.05.23,31.05.23,SingularityNET,Governance Workgroup,Community Communication,AR - ST Preperation Call - 31.5.2023,TRUE,0,100,0,0,3adf1508a309ea88091d9e7fd6b1a1882eb5d65f6a8892dea9f87ff56088ca8b
4404,31.05.23,31.05.23,SingularityNET,Governance Workgroup,Community Communication,AR - ST Preperation Call - 31.5.2023,TRUE,0,100,0,0,3adf1508a309ea88091d9e7fd6b1a1882eb5d65f6a8892dea9f87ff56088ca8b
4425,31.05.23,30.05.23,SingularityNET,Strategy Guild,"Operations,Coordination",Incubation Workgroup & Strategy Guild - 31.05.23,TRUE,0,250,0,0,3adf1508a309ea88091d9e7fd6b1a1882eb5d65f6a8892dea9f87ff56088ca8b
4426,31.05.23,30.05.23,SingularityNET,Strategy Guild,"Operations,Coordination",Incubation Workgroup & Strategy Guild - 31.05.23,TRUE,0,250,0,0,3adf1508a309ea88091d9e7fd6b1a1882eb5d65f6a8892dea9f87ff56088ca8b
4427,31.05.23,30.05.23,SingularityNET,Strategy Guild,"Operations,Coordination",Incubation Workgroup & Strategy Guild - 31.05.23,TRUE,0,250,0,0,3adf1508a309ea88091d9e7fd6b1a1882eb5d65f6a8892dea9f87ff56088ca8b
4428,31.05.23,30.05.23,SingularityNET,Strategy Guild,"Operations,Coordination",Incubation Workgroup & Strategy Guild - 31.05.23,TRUE,0,250,0,0,3adf1508a309ea88091d9e7fd6b1a1882eb5d65f6a8892dea9f87ff56088ca8b
4429,31.05.23,30.05.23,SingularityNET,Strategy Guild,"Operations,Coordination",Incubation Workgroup & Strategy Guild - 31.05.23,TRUE,0,250,0,0,3adf1508a309ea88091d9e7fd6b1a1882eb5d65f6a8892dea9f87ff56088ca8b
4430,31.05.23,30.05.23,SingularityNET,Strategy Guild,"Operations,Coordination",Incubation Workgroup & Strategy Guild - 31.05.23,TRUE,0,250,0,0,3adf1508a309ea88091d9e7fd6b1a1882eb5d65f6a8892dea9f87ff56088ca8b
4431,31.05.23,30.05.23,SingularityNET,Strategy Guild,"Operations,Coordination",Incubation Workgroup & Strategy Guild - 31.05.23,TRUE,0,250,0,0,3adf1508a309ea88091d9e7fd6b1a1882eb5d65f6a8892dea9f87ff56088ca8b
4432,31.05.23,30.05.23,SingularityNET,Strategy Guild,"Operations,Coordination",Incubation Workgroup & Strategy Guild - 31.05.23,TRUE,0,250,0,0,3adf1508a309ea88091d9e7fd6b1a1882eb5d65f6a8892dea9f87ff56088ca8b
4433,31.05.23,30.05.23,SingularityNET,Strategy Guild,"Operations,Coordination",Incubation Workgroup & Strategy Guild - 31.05.23,TRUE,0,250,0,0,4b376b2e8a4eb807b69b3f5c8abdfd18b817dc3af0968d364ceabdf8224ba59e
4444,31.05.23,06.06.23,SingularityNET,Strategy Guild,"Operations,Coordination",Headelf Strategy Guild Tasks - May / 2023,TRUE,0,1930,0,0,3adf1508a309ea88091d9e7fd6b1a1882eb5d65f6a8892dea9f87ff56088ca8b
4477,31.05.23,31.05.23,SingularityNET,Treasury Guild,"Operations,Community Communication,Reporting,Documenting",Cran's Activity List - May 2023,TRUE,0,1950,0,0,3adf1508a309ea88091d9e7fd6b1a1882eb5d65f6a8892dea9f87ff56088ca8b
4478,31.05.23,31.05.23,SingularityNET,Treasury Guild,"Operations,Community Communication,Reporting,Documenting",Felix Activiy List May 2023,TRUE,0,10,0,0,3adf1508a309ea88091d9e7fd6b1a1882eb5d65f6a8892dea9f87ff56088ca8b
4479,31.05.23,31.05.23,SingularityNET,Treasury Guild,"Operations,Community Communication,Reporting,Documenting",Rojo Activity list May 2023,TRUE,0,2450,0,0,3adf1508a309ea88091d9e7fd6b1a1882eb5d65f6a8892dea9f87ff56088ca8b
4480,31.05.23,31.05.23,SingularityNET,Treasury Guild,"Operations,Coordination,Community Communication,Reporting,Documenting",SucrenSpice Activity List - May 2023,TRUE,0,1100,0,0,3adf1508a309ea88091d9e7fd6b1a1882eb5d65f6a8892dea9f87ff56088ca8b
4481,31.05.23,31.05.23,SingularityNET,Treasury Guild,Documenting,Preparing Workshops or Events May 2023,TRUE,0,200,0,0,3adf1508a309ea88091d9e7fd6b1a1882eb5d65f6a8892dea9f87ff56088ca8b
4482,31.05.23,31.05.23,SingularityNET,Treasury Guild,"Integrating,Tool development",Treasury Manager Updates May,TRUE,0,700,0,0,3adf1508a309ea88091d9e7fd6b1a1882eb5d65f6a8892dea9f87ff56088ca8b
4483,31.05.23,31.05.23,SingularityNET,Treasury Guild,"Operations,Community Communication,Reporting,Documenting",Treasury Guild Tevo Activity List May 2023,TRUE,0,475,0,0,3adf1508a309ea88091d9e7fd6b1a1882eb5d65f6a8892dea9f87ff56088ca8b
4484,31.05.23,31.05.23,SingularityNET,Marketing Guild,"Documentation,Community Communication,Operations,Coordination",Slate's activity list May,TRUE,0,1750,0,0,eca232c3f0644b09a70c38644547c9c4e90a2cd9edcc4d977c0721966a2898cc
4506,31.05.23,31.05.23,SingularityNET,Process Guild,"Community Communication,Operations,Coordination",Participate in Process Modeling Workgroup 31.05.23,TRUE,0,100,0,0,3adf1508a309ea88091d9e7fd6b1a1882eb5d65f6a8892dea9f87ff56088ca8b
4507,31.05.23,31.05.23,SingularityNET,Process Guild,"Community Communication,Operations,Coordination",Participate in Process Modeling Workgroup 31.05.23,TRUE,0,100,0,0,3adf1508a309ea88091d9e7fd6b1a1882eb5d65f6a8892dea9f87ff56088ca8b
4508,31.05.23,31.05.23,SingularityNET,Process Guild,"Community Communication,Operations,Coordination",Participate in Process Modeling Workgroup 31.05.23,TRUE,0,100,0,0,3adf1508a309ea88091d9e7fd6b1a1882eb5d65f6a8892dea9f87ff56088ca8b
4509,31.05.23,31.05.23,SingularityNET,Process Guild,"Community Communication,Operations,Coordination",Participate in Process Modeling Workgroup 31.05.23,TRUE,0,100,0,10,3adf1508a309ea88091d9e7fd6b1a1882eb5d65f6a8892dea9f87ff56088ca8b
4510,31.05.23,31.05.23,SingularityNET,Process Guild,"Community Communication,Operations,Coordination",Participate in Process Modeling Workgroup 31.05.23,TRUE,0,100,0,0,3adf1508a309ea88091d9e7fd6b1a1882eb5d65f6a8892dea9f87ff56088ca8b
4511,31.05.23,31.05.23,SingularityNET,Process Guild,"Community Communication,Operations,Coordination",Participate in Process Modeling Workgroup 31.05.23,TRUE,0,100,0,0,3adf1508a309ea88091d9e7fd6b1a1882eb5d65f6a8892dea9f87ff56088ca8b
4512,31.05.23,31.05.23,SingularityNET,Process Guild,"Community Communication,Operations,Coordination",Participate in Process Modeling Workgroup 31.05.23,TRUE,0,100,0,10,3adf1508a309ea88091d9e7fd6b1a1882eb5d65f6a8892dea9f87ff56088ca8b
4513,31.05.23,31.05.23,SingularityNET,Process Guild,"Community Communication,Operations,Coordination",Participate in Process Modeling Workgroup 31.05.23,TRUE,0,100,0,10,faf73d29d4576cb2a69dcb76810eb2967ba2f8fb49bc5ba0f1ae29db20a6b518
4514,31.05.23,31.05.23,SingularityNET,Process Guild,"Community Communication,Operations,Coordination",Participate in Process Modeling Workgroup 31.05.23,TRUE,0,100,0,0,3adf1508a309ea88091d9e7fd6b1a1882eb5d65f6a8892dea9f87ff56088ca8b
4515,31.05.23,30.05.23,SingularityNET,Process Guild,"Community Communication,Operations,Coordination",Participate in Process Modeling Workgroup 31.05.23,TRUE,0,100,0,0,3adf1508a309ea88091d9e7fd6b1a1882eb5d65f6a8892dea9f87ff56088ca8b
4516,31.05.23,31.05.23,SingularityNET,Process Guild,"Operations,Community Communication,Reporting,Documenting",Randall Activity List May 2023,TRUE,0,400,0,40,faf73d29d4576cb2a69dcb76810eb2967ba2f8fb49bc5ba0f1ae29db20a6b518
4528,31.05.23,31.05.23,SingularityNET,Process Guild,Documenting,Preparing Workshops or Events May 2023,TRUE,0,200,0,20,3adf1508a309ea88091d9e7fd6b1a1882eb5d65f6a8892dea9f87ff56088ca8b
4529,31.05.23,31.05.23,SingularityNET,Process Guild,Documenting,Process Guild Preparing Workshops or Events May 2023,TRUE,0,950,0,95,3adf1508a309ea88091d9e7fd6b1a1882eb5d65f6a8892dea9f87ff56088ca8b
4530,31.05.23,31.05.23,SingularityNET,Process Guild,"Operations,Community Communication,Reporting,Documenting",Process Guild Tevo Activity List May 2023,TRUE,0,1475,0,148,3adf1508a309ea88091d9e7fd6b1a1882eb5d65f6a8892dea9f87ff56088ca8b
4539,31.05.23,31.05.23,SingularityNET,Ambassador Program,Tool development,Train the MeshAI - 31.5.2023,TRUE,0,100,0,0,eca232c3f0644b09a70c38644547c9c4e90a2cd9edcc4d977c0721966a2898cc
4547,31.05.23,31.05.23,SingularityNET,Treasury Guild,"Operations,Community Communication,Reporting,Documenting",Fly Activity List May 2023,TRUE,0,0,0,0,3adf1508a309ea88091d9e7fd6b1a1882eb5d65f6a8892dea9f87ff56088ca8b
4548,31.05.23,31.05.23,SingularityNET,Treasury Guild,"Operations,Community Communication,Reporting,Documenting",Stephen Activity List May 2023,TRUE,0,0,0,0,3adf1508a309ea88091d9e7fd6b1a1882eb5d65f6a8892dea9f87ff56088ca8b
4549,31.05.23,31.05.23,SingularityNET,Treasury Guild,"Operations,Community Communication,Reporting,Documenting",Peter Activity List May 2023,TRUE,0,0,0,0,3adf1508a309ea88091d9e7fd6b1a1882eb5d65f6a8892dea9f87ff56088ca8b
4550,31.05.23,06.06.23,SingularityNET,Marketing Guild,"Documentation,Community Communication,Operations,Coordination",Slate's activity list May with AGIX,TRUE,0,0,850,0,ab01647595155a39b26ab42e723a6ce9ec430c2e2627adf6f1ee5f4f565d43b6
4602,31.05.23,13.06.23,SingularityNET,Treasury Guild,"Operations,Community Communication,Reporting,Documenting",Fly's Activity List - May 2023,TRUE,0,1700,0,0,4b376b2e8a4eb807b69b3f5c8abdfd18b817dc3af0968d364ceabdf8224ba59e
4603,31.05.23,13.06.23,SingularityNET,Treasury Guild,"Operations,Community Communication,Reporting,Documenting",TheFreysDefi Activity List May 2023,TRUE,0,0,4273,0,4b376b2e8a4eb807b69b3f5c8abdfd18b817dc3af0968d364ceabdf8224ba59e
4622,31.05.23,13.06.23,SingularityNET,Process Guild,Community Communication,Tevo Average Discord Communication - May,TRUE,0,4500,0,0,4b376b2e8a4eb807b69b3f5c8abdfd18b817dc3af0968d364ceabdf8224ba59e
4623,31.05.23,13.06.23,SingularityNET,Process Guild,Community Communication,Tevo Average Discord Communication - May,TRUE,0,3600,0,360,4b376b2e8a4eb807b69b3f5c8abdfd18b817dc3af0968d364ceabdf8224ba59e
4624,31.05.23,13.06.23,SingularityNET,Process Guild,Community Communication,Felix Average Discord Communication - May,TRUE,0,2750,0,0,4b376b2e8a4eb807b69b3f5c8abdfd18b817dc3af0968d364ceabdf8224ba59e
4625,31.05.23,13.06.23,SingularityNET,Process Guild,Community Communication,Tommy Average Discord Communication - May,TRUE,0,1500,0,0,4b376b2e8a4eb807b69b3f5c8abdfd18b817dc3af0968d364ceabdf8224ba59e
4626,31.05.23,13.06.23,SingularityNET,Process Guild,Community Communication,Crandano Average Discord Communication - May,TRUE,0,2150,0,0,4b376b2e8a4eb807b69b3f5c8abdfd18b817dc3af0968d364ceabdf8224ba59e
4627,31.05.23,13.06.23,SingularityNET,Process Guild,Community Communication,Fly's Average Discord Communication - May,TRUE,0,3000,0,0,4b376b2e8a4eb807b69b3f5c8abdfd18b817dc3af0968d364ceabdf8224ba59e
4628,31.05.23,13.06.23,SingularityNET,Process Guild,Community Communication,Kenichi Average Discord Communication - May,TRUE,0,1700,0,0,4b376b2e8a4eb807b69b3f5c8abdfd18b817dc3af0968d364ceabdf8224ba59e
4629,31.05.23,13.06.23,SingularityNET,Process Guild,Community Communication,Peter Average Discord Communication - May,TRUE,0,6400,0,0,4b376b2e8a4eb807b69b3f5c8abdfd18b817dc3af0968d364ceabdf8224ba59e
4630,31.05.23,13.06.23,SingularityNET,Process Guild,Community Communication,Rojo Average Discord Communication - May,TRUE,0,2000,0,0,4b376b2e8a4eb807b69b3f5c8abdfd18b817dc3af0968d364ceabdf8224ba59e
5170,31.05.23,31.07.23,SingularityNET,Archival Workgroup,Reporting,SingularityNET Ambassador program [Archive Workgroup] May 2023 Fund Request of 1210 USD,TRUE,0,1,0,1210,e8fddd912366881040c78b4c2457d22722f4333fc8004c384d8b19eb066338f9
4395,01.06.23,06.06.23,SingularityNET,Governance Workgroup,"Operations,Community Communication",DF FC ideation call - 1.6.2023,TRUE,0,200,0,0,3adf1508a309ea88091d9e7fd6b1a1882eb5d65f6a8892dea9f87ff56088ca8b
4396,01.06.23,06.06.23,SingularityNET,Governance Workgroup,"Operations,Community Communication",DF FC ideation call - 1.6.2023,TRUE,0,200,0,0,3adf1508a309ea88091d9e7fd6b1a1882eb5d65f6a8892dea9f87ff56088ca8b
4397,01.06.23,06.06.23,SingularityNET,Governance Workgroup,"Operations,Community Communication",DF FC ideation call - 1.6.2023,TRUE,0,200,0,0,3adf1508a309ea88091d9e7fd6b1a1882eb5d65f6a8892dea9f87ff56088ca8b
4420,01.06.23,06.06.23,SingularityNET,Governance Workgroup,"Operations,Community Communication",Call with David Orban & Felix - 1.6.2023,TRUE,0,100,0,0,3adf1508a309ea88091d9e7fd6b1a1882eb5d65f6a8892dea9f87ff56088ca8b
4421,01.06.23,06.06.23,SingularityNET,Onboarding Workgroup,"Operations,Coordination,Onboarding,Community Communication",Onboarding Workgroup Meeting- 01.06.2023,TRUE,0,100,0,0,3adf1508a309ea88091d9e7fd6b1a1882eb5d65f6a8892dea9f87ff56088ca8b
4422,01.06.23,06.06.23,SingularityNET,Onboarding Workgroup,"Operations,Coordination,Onboarding,Community Communication",Onboarding Workgroup Meeting- 01.06.2023,TRUE,0,100,0,0,3adf1508a309ea88091d9e7fd6b1a1882eb5d65f6a8892dea9f87ff56088ca8b
4423,01.06.23,06.06.23,SingularityNET,Onboarding Workgroup,"Operations,Coordination,Onboarding,Community Communication",Onboarding Workgroup Meeting- 01.06.2023,TRUE,0,100,0,0,3adf1508a309ea88091d9e7fd6b1a1882eb5d65f6a8892dea9f87ff56088ca8b
5557,01.06.23,22.08.23,SingularityNET,Writers Workgroup,"Documenting,Content Creation,Documentation",Draft: Q2 Partnerships - 50USD,TRUE,0,1,0,50,b19ced275b54abe56e6199dea059cc5a0557ef30baccf4cbdabde3a42a3759a5
4464,02.06.23,06.06.23,SingularityNET,Video Workgroup,"Documentation,Operations",Daily tasks 02.06.23,TRUE,0,150,0,0,eca232c3f0644b09a70c38644547c9c4e90a2cd9edcc4d977c0721966a2898cc
4465,02.06.23,06.06.23,SingularityNET,Video Workgroup,"Operations,Community Communication,Coordination",Meeting for Video Workgroup - 02.06.23,TRUE,0,100,0,0,faf73d29d4576cb2a69dcb76810eb2967ba2f8fb49bc5ba0f1ae29db20a6b518
4466,02.06.23,06.06.23,SingularityNET,Video Workgroup,"Operations,Community Communication,Coordination",Meeting for Video Workgroup - 02.06.23,TRUE,0,100,0,0,eca232c3f0644b09a70c38644547c9c4e90a2cd9edcc4d977c0721966a2898cc
4467,02.06.23,06.06.23,SingularityNET,Video Workgroup,"Operations,Community Communication,Coordination",Meeting for Video Workgroup - 02.06.23,TRUE,0,100,0,0,4b376b2e8a4eb807b69b3f5c8abdfd18b817dc3af0968d364ceabdf8224ba59e
4468,02.06.23,06.06.23,SingularityNET,Video Workgroup,"Operations,Community Communication,Coordination",Meeting for Video Workgroup - 02.06.23,TRUE,0,100,0,0,4b376b2e8a4eb807b69b3f5c8abdfd18b817dc3af0968d364ceabdf8224ba59e
4469,02.06.23,06.06.23,SingularityNET,Video Workgroup,"Operations,Community Communication,Coordination",Meeting for Video Workgroup - 02.06.23,TRUE,0,100,0,0,4b376b2e8a4eb807b69b3f5c8abdfd18b817dc3af0968d364ceabdf8224ba59e
4470,02.06.23,06.06.23,SingularityNET,Video Workgroup,"Operations,Community Communication,Coordination",Meeting for Video Workgroup - 02.06.23,TRUE,0,100,0,0,eca232c3f0644b09a70c38644547c9c4e90a2cd9edcc4d977c0721966a2898cc
4471,02.06.23,06.06.23,SingularityNET,Video Workgroup,"Operations,Community Communication,Coordination",Meeting for Video Workgroup - 02.06.23,TRUE,0,100,0,0,eca232c3f0644b09a70c38644547c9c4e90a2cd9edcc4d977c0721966a2898cc
4472,02.06.23,06.06.23,SingularityNET,Video Workgroup,"Documentation,Facilitating,Operations",Facilitating the Video Workgroup 02.06.23,TRUE,0,100,0,0,eca232c3f0644b09a70c38644547c9c4e90a2cd9edcc4d977c0721966a2898cc
4760,02.06.23,27.06.23,SingularityNET,Video Workgroup,Content Creation,Sly's clips 02.06.23 30 USD,TRUE,0,300,0,30,faf73d29d4576cb2a69dcb76810eb2967ba2f8fb49bc5ba0f1ae29db20a6b518
4761,02.06.23,27.06.23,SingularityNET,Video Workgroup,Content Creation,Lilycupcake's clips 02.06.23 30 USD,TRUE,0,300,0,30,faf73d29d4576cb2a69dcb76810eb2967ba2f8fb49bc5ba0f1ae29db20a6b518
4762,02.06.23,27.06.23,SingularityNET,Video Workgroup,Content Creation,Make a clip 02.06.23,TRUE,0,100,0,0,1e6fade73cb91d38305fe7ee540757d6b34e3b9fc82b49d76c9209c37d9c69a3
4463,03.06.23,06.06.23,SingularityNET,Video Workgroup,"Documentation,Operations",Daily tasks 03.06.23,TRUE,0,150,0,0,eca232c3f0644b09a70c38644547c9c4e90a2cd9edcc4d977c0721966a2898cc
4389,05.06.23,06.06.23,SingularityNET,Education Guild,"Facilitating,Operations",Facilitating educational guild 05.06.23,TRUE,0,100,0,0,eca232c3f0644b09a70c38644547c9c4e90a2cd9edcc4d977c0721966a2898cc
4390,05.06.23,06.06.23,SingularityNET,Education Guild,"Operations,Coordination,Community Communication",Education Guild Meeting 05.06.2023,TRUE,0,100,0,0,4b376b2e8a4eb807b69b3f5c8abdfd18b817dc3af0968d364ceabdf8224ba59e
4391,05.06.23,06.06.23,SingularityNET,Education Guild,"Operations,Coordination,Community Communication",Education Guild Meeting 05.06.2023,TRUE,0,100,0,0,eca232c3f0644b09a70c38644547c9c4e90a2cd9edcc4d977c0721966a2898cc
4392,05.06.23,06.06.23,SingularityNET,Education Guild,"Operations,Coordination,Community Communication",Education Guild Meeting 05.06.2023,TRUE,0,100,0,0,eca232c3f0644b09a70c38644547c9c4e90a2cd9edcc4d977c0721966a2898cc
4393,05.06.23,06.06.23,SingularityNET,Education Guild,"Operations,Coordination,Community Communication",Education Guild Meeting 05.06.2023,FALSE,0,100,0,0,
4394,05.06.23,06.06.23,SingularityNET,Education Guild,"Operations,Coordination,Community Communication",Education Guild Meeting 05.06.2023,TRUE,0,100,0,0,eca232c3f0644b09a70c38644547c9c4e90a2cd9edcc4d977c0721966a2898cc
4455,06.06.23,06.06.23,SingularityNET,Ambassador Translator,"Translation,Content Creation",Translate into French - March 2023 Ecosystem roundup Blogpost SNET - 10usd,TRUE,0,100,0,10,eca232c3f0644b09a70c38644547c9c4e90a2cd9edcc4d977c0721966a2898cc
4456,06.06.23,06.06.23,SingularityNET,Ambassador Translator,"Translation,Content Creation",Translate into Portuguese - March 2023 Ecosystem roundup Blogpost SNET - 10usd,TRUE,0,100,0,10,eca232c3f0644b09a70c38644547c9c4e90a2cd9edcc4d977c0721966a2898cc
